i,o
BURGERKING 6789 $91.33 10/13,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $389.4 11/20,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $352.24 10/18,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $392.03 03/22,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $41.72 07/20,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $106.86 08/07,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $162.03 06/11,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $440.29 02/24,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $224.65 05/29,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $376.47 02/28,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $393.02 07/04,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $68.89 10/08,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $34.37 01/17,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $341.28 07/13,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $196.39 02/11,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $473.11 10/01,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $342.28 06/20,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $461.81 07/24,"('Burger King', 'Food & Beverage')"
BURGERKING 6789 $128.07 06/11,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $446.22 02/05,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $452.07 03/26,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $165.76 07/18,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $101.67 06/03,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $271.98 12/18,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $95.29 08/14,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $158.91 07/05,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $405.09 11/06,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $292.91 05/14,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $10.91 09/10,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $264.07 09/17,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $124.77 08/20,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $235.81 06/03,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $446.61 10/07,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $152.01 03/07,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $379.74 09/06,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $418.98 06/03,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $351.08 10/01,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $489.65 01/07,"('Burger King', 'Food & Beverage')"
BURGERKING BURGER $278.19 06/06,"('Burger King', 'Food & Beverage')"
SUBWAY 6789 $425.74 02/16,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $35.28 11/13,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $297.12 02/08,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $348.71 10/08,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $330.41 12/26,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $332.62 08/06,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $33.11 01/14,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $210.89 08/28,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $121.01 06/26,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $453.37 08/11,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $298.11 05/04,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $332.54 05/10,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $238.38 12/22,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $102.28 10/13,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $337.47 05/14,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $36.3 11/25,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $58.12 08/03,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $46.82 10/19,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $391.52 10/18,"('Subway', 'Food & Beverage')"
SUBWAY 6789 $230.34 01/09,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $220.86 05/17,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $289.32 06/04,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $240.07 08/22,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $179.05 05/27,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $426.06 10/01,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $187.36 08/28,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $47.75 05/06,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $390.2 12/24,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $307.36 09/08,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $107.96 06/18,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $86.37 05/17,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $449.24 01/24,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $136.21 10/06,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $423.64 09/15,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $441.52 07/15,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $382.62 02/14,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $193.98 03/03,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $87.53 09/07,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $463.95 01/20,"('Subway', 'Food & Beverage')"
SUBWAY SANDWICH $184.31 05/31,"('Subway', 'Food & Beverage')"
TACO BELL 6789 $70.36 10/15,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $82.81 12/23,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $62.29 07/07,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $46.74 04/27,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $149.37 10/16,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $317.68 10/21,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $6.73 01/07,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $10.5 09/24,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $291.02 10/03,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $188.7 12/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $72.33 06/02,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $86.09 08/04,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $88.95 12/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $65.84 04/17,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $91.03 01/09,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $442.13 03/31,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $33.41 01/19,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $301.71 03/07,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $169.38 08/04,"('Taco Bell', 'Food & Beverage')"
TACO BELL 6789 $406.85 08/31,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $54.1 10/28,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $383.11 05/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $286.41 08/22,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $153.79 11/26,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $58.88 02/16,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $169.21 09/02,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $186.71 10/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $278.44 01/27,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $57.03 05/30,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $363.79 10/19,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $487.19 05/20,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $385.7 01/11,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $287.68 04/25,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $434.39 12/29,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $53.87 05/16,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $279.27 01/29,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $293.16 11/14,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $97.45 09/29,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $379.66 03/09,"('Taco Bell', 'Food & Beverage')"
TACO BELL ORDER $485.39 05/06,"('Taco Bell', 'Food & Beverage')"
PAPA JOHN'S 6789 $330.71 08/22,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $393.44 09/14,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $447.45 08/01,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $331.37 09/21,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $403.85 09/10,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $196.03 01/25,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $59.58 01/02,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $229.69 04/25,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $208.78 12/04,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $440.87 08/13,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $220.81 08/01,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $250.62 03/08,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $321.76 01/27,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $293.25 08/17,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $414.41 03/24,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $341.43 01/21,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $109.11 04/30,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $212.07 03/08,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $388.09 12/02,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S 6789 $195.92 01/27,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $190.93 02/12,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $241.1 02/19,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $311.7 08/29,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $498.88 07/12,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $480.39 10/28,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $439.42 11/23,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $274.27 12/22,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $218.73 10/05,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $428.48 05/18,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $164.18 08/15,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $491.81 04/28,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $467.36 01/27,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $65.13 07/14,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $228.87 09/12,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $112.07 03/04,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $379.85 07/21,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $314.51 10/19,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $93.33 12/02,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $269.47 06/12,"('Papa John's', 'Food & Beverage')"
PAPA JOHN'S PIZZA $402.77 02/28,"('Papa John's', 'Food & Beverage')"
HILTON HOTELS 6789 $428.21 04/26,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $311.18 05/17,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $340.1 06/27,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $142.82 09/25,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $109.47 12/15,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $432.71 03/30,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $114.01 08/05,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $328.39 04/22,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $61.53 03/19,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $190.7 04/30,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $58.98 05/16,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $26.43 03/18,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $81.94 08/19,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $333.88 04/23,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $429.12 12/08,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $487.62 09/15,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $111.56 09/26,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $145.29 10/20,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $148.78 01/07,"('Hilton Hotels', 'Travel & Leisure')"
HILTON HOTELS 6789 $42.7 09/10,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $458.0 01/11,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $128.04 05/10,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $331.05 06/14,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $259.22 11/03,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $109.14 01/10,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $225.48 08/13,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $58.54 12/06,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $123.55 06/05,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $491.41 02/17,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $174.8 06/18,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $178.12 01/11,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $242.59 06/05,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $403.62 06/27,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $251.96 02/16,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $108.77 08/13,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $342.92 08/16,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $252.29 03/02,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $152.33 05/31,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $487.56 04/28,"('Hilton Hotels', 'Travel & Leisure')"
HILTON RESERVATION $24.65 06/25,"('Hilton Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $83.85 12/27,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $447.67 09/30,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $163.15 06/16,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $14.75 10/08,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $180.37 08/24,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $88.71 07/26,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $490.15 07/01,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $482.88 04/28,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $60.27 02/06,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $300.36 01/30,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $48.67 10/04,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $100.45 06/01,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $344.49 12/04,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $52.86 11/27,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $352.19 11/20,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $112.24 01/16,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $433.75 03/01,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $49.35 12/22,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $281.2 02/19,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT HOTELS 6789 $104.72 11/09,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $194.94 01/06,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $409.69 01/17,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $160.8 10/10,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $435.32 02/28,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $285.14 09/09,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $443.48 07/04,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $365.66 08/07,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $12.9 06/01,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $185.62 04/23,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $432.54 01/11,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $199.49 05/15,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $410.22 06/07,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $186.71 05/24,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $204.4 02/03,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $66.95 07/31,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $172.83 09/13,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $370.44 11/17,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $232.24 11/16,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $390.46 11/05,"('Marriott Hotels', 'Travel & Leisure')"
MARRIOTT BOOKING $119.79 04/12,"('Marriott Hotels', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $339.61 01/04,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $19.2 05/19,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $168.43 02/13,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $27.04 11/17,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $94.86 03/27,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $272.29 06/15,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $135.52 08/24,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $32.06 10/28,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $399.87 02/13,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $386.17 04/24,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $242.25 02/14,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $279.01 02/19,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $314.83 08/07,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $339.16 11/15,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $316.79 01/25,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $356.57 10/16,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $491.44 03/13,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $313.52 10/22,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $336.1 10/14,"('Budget', 'Travel & Leisure')"
BUDGET CAR RENTAL 6789 $455.92 10/12,"('Budget', 'Travel & Leisure')"
BUDGET CAR $432.02 08/05,"('Budget', 'Travel & Leisure')"
BUDGET CAR $274.74 08/23,"('Budget', 'Travel & Leisure')"
BUDGET CAR $340.88 05/30,"('Budget', 'Travel & Leisure')"
BUDGET CAR $392.25 06/06,"('Budget', 'Travel & Leisure')"
BUDGET CAR $55.03 04/02,"('Budget', 'Travel & Leisure')"
BUDGET CAR $475.24 04/17,"('Budget', 'Travel & Leisure')"
BUDGET CAR $471.35 08/12,"('Budget', 'Travel & Leisure')"
BUDGET CAR $441.12 03/24,"('Budget', 'Travel & Leisure')"
BUDGET CAR $229.62 12/17,"('Budget', 'Travel & Leisure')"
BUDGET CAR $209.89 06/07,"('Budget', 'Travel & Leisure')"
BUDGET CAR $223.64 09/05,"('Budget', 'Travel & Leisure')"
BUDGET CAR $114.63 03/31,"('Budget', 'Travel & Leisure')"
BUDGET CAR $249.86 12/01,"('Budget', 'Travel & Leisure')"
BUDGET CAR $461.93 04/10,"('Budget', 'Travel & Leisure')"
BUDGET CAR $291.95 12/08,"('Budget', 'Travel & Leisure')"
BUDGET CAR $206.85 02/13,"('Budget', 'Travel & Leisure')"
BUDGET CAR $183.13 07/13,"('Budget', 'Travel & Leisure')"
BUDGET CAR $67.12 04/10,"('Budget', 'Travel & Leisure')"
BUDGET CAR $135.92 06/22,"('Budget', 'Travel & Leisure')"
BUDGET CAR $270.53 03/17,"('Budget', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $297.69 08/31,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $312.92 06/24,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $90.87 03/23,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $452.8 03/07,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $284.31 01/08,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $360.92 02/11,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $159.7 11/02,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $195.04 08/22,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $356.69 05/09,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $499.7 03/13,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $229.68 05/01,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $20.16 04/10,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $253.6 05/11,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $141.16 02/16,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $67.34 06/14,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $126.51 08/18,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $459.98 03/05,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $174.8 07/02,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $300.68 05/01,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE RENTAL 6789 $38.97 06/08,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $296.88 11/04,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $51.94 03/26,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $200.47 08/17,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $407.75 03/01,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $274.89 10/30,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $165.0 11/27,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $431.93 01/20,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $236.06 07/17,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $69.56 09/15,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $290.88 07/20,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $73.03 05/13,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $311.93 03/22,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $59.6 08/28,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $332.16 03/01,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $78.65 02/14,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $198.61 01/25,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $496.56 03/15,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $486.11 12/31,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $354.65 08/28,"('Enterprise', 'Travel & Leisure')"
ENTERPRISE VEHICLE $475.07 04/08,"('Enterprise', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $377.8 07/08,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $441.98 11/23,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $448.78 10/21,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $342.81 02/19,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $79.25 11/02,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $204.8 03/24,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $320.74 09/15,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $23.43 11/25,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $85.05 07/07,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $87.9 03/08,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $429.71 09/25,"('AVIS', 'Travel & Leisure')"
AVIS CAR RENTAL 6789 $234.66 12/25,"('AVIS', 'Travel & Leisure')"
